店铺名	订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
私房小站（番禺分店）	20160812601	袁家蕊	广州	152	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-12 17:26:53
私房小站（福田分店）	20160813817	周子轩	深圳	517	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-13 11:17:14
私房小站（天河分店）	20160814567	宁水灵	广州	456	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-14 20:15:28
私房小站（珠海分店）	20160815648	陈力	珠海	807	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-15 18:36:24
私房小站（盐田分店）	20160817404	孙铎洫	深圳	788	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-17 14:06:25
私房小站（天河分店）	20160817494	国子戈	广州	405	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-17 18:19:02
私房小站（盐田分店）	20160818596	李昊谦	深圳	699	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-18 21:40:08
私房小站（福田分店）	20160819807	高望恒	深圳	161	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-19 12:37:32
私房小站（盐田分店）	20160819503	王锦鹏	深圳	407	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-19 21:47:09
私房小站（天河分店）	20160820813	包达菲	广州	1018	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-20 11:49:21
私房小站（番禺分店）	20160820720	卫浩浩	广州	591	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-20 18:44:24
私房小站（天河分店）	20160823204	龚倩	广州	532	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-23 12:20:30
私房小站（福田分店）	20160825456	关大山	深圳	608	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-25 20:34:07
私房小站（罗湖分店）	20160826552	唐轩	深圳	253	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-26 17:53:38
私房小站（越秀分店）	20160828858	荆哲	广州	467	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-28 12:33:22
私房小站（罗湖分店）	20160829696	陈力	深圳	806	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-29 17:09:08
私房小站（福田分店）	20160829576	关庭	深圳	1162	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-29 18:49:07
私房小站（罗湖分店）	20160831533	黄青芸	深圳	717	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-31 18:54:49
私房小站（盐田分店）	20160801417	苗宇怡	深圳	165	蒜香包	13	1	8.0	面包类	蒜香	2016-08-01 11:11:30
私房小站（福田分店）	20160803281	徐子轩	深圳	394	蒜香包	13	1	8.0	面包类	蒜香	2016-08-03 14:07:58
私房小站（珠海分店）	20160803749	冯颖	珠海	718	蒜香包	13	1	8.0	面包类	蒜香	2016-08-03 20:00:13
私房小站（番禺分店）	20160805541	冷志冬	广州	189	蒜香包	13	1	8.0	面包类	蒜香	2016-08-05 18:52:02
私房小站（盐田分店）	20160808393	陈怡	深圳	125	蒜香包	13	1	8.0	面包类	蒜香	2016-08-08 11:11:04
私房小站（罗湖分店）	20160810460	袁诗棋	深圳	627	蒜香包	13	1	8.0	面包类	蒜香	2016-08-10 17:38:41
私房小站（天河分店）	20160811366	刘斌义	广州	317	蒜香包	13	1	8.0	面包类	蒜香	2016-08-11 11:54:12
私房小站（天河分店）	20160814379	徐珂	广州	604	蒜香包	13	1	8.0	面包类	蒜香	2016-08-14 12:44:49
私房小站（福田分店）	20160815550	黄青芸	深圳	157	蒜香包	13	1	8.0	面包类	蒜香	2016-08-15 18:02:40
私房小站（盐田分店）	20160815698	余佳欣	深圳	720	蒜香包	13	1	8.0	面包类	蒜香	2016-08-15 19:02:01
私房小站（福田分店）	20160817482	朱倩雪	深圳	861	蒜香包	13	1	8.0	面包类	蒜香	2016-08-17 19:05:51
私房小站（番禺分店）	20160818645	辛礼孝	广州	695	蒜香包	13	7	8.0	面包类	蒜香	2016-08-18 17:31:29
私房小站（盐田分店）	20160819769	关凯月	深圳	810	蒜香包	13	1	8.0	面包类	蒜香	2016-08-19 19:54:54
私房小站（禅城分店）	20160820857	薛依然	佛山	694	蒜香包	13	1	8.0	面包类	蒜香	2016-08-20 11:50:15
私房小站（越秀分店）	20160820852	陶紫冉	广州	971	蒜香包	13	1	8.0	面包类	蒜香	2016-08-20 12:37:12
私房小站（番禺分店）	20160821431	高泓翔	广州	1031	蒜香包	13	1	8.0	面包类	蒜香	2016-08-21 11:23:24
私房小站（天河分店）	20160821608	律剑波	广州	809	蒜香包	13	1	8.0	面包类	蒜香	2016-08-21 21:34:36
私房小站（盐田分店）	20160826659	黄文轩	深圳	515	蒜香包	13	1	8.0	面包类	蒜香	2016-08-26 17:57:52
私房小站（福田分店）	20160827465	卢锦曦	深圳	1010	蒜香包	13	1	8.0	面包类	蒜香	2016-08-27 17:20:34
私房小站（福田分店）	20160827761	黄曼玉	深圳	745	蒜香包	13	1	8.0	面包类	蒜香	2016-08-27 19:06:42
私房小站（福田分店）	20160828902	张记宝	深圳	947	蒜香包	13	1	8.0	面包类	蒜香	2016-08-28 18:36:30
私房小站（盐田分店）	20160830461	赵玉倩	深圳	303	蒜香包	13	1	8.0	面包类	蒜香	2016-08-30 21:55:30
私房小站（福田分店）	20160831419	姜妮妮	深圳	264	蒜香包	13	1	8.0	面包类	蒜香	2016-08-31 12:23:20
私房小站（天河分店）	20160831721	夏雪	广州	624	蒜香包	13	1	8.0	面包类	蒜香	2016-08-31 18:31:18
私房小站（罗湖分店）	20160831533	黄青芸	深圳	717	蒜香包	13	1	8.0	面包类	蒜香	2016-08-31 18:51:33
私房小站（天河分店）	20160831641	李靖	广州	679	蒜香包	13	1	8.0	面包类	蒜香	2016-08-31 21:28:37
私房小站（罗湖分店）	20160801301	李靖	深圳	321	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-01 11:15:57
私房小站（天河分店）	20160801694	朱钰	广州	819	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-01 18:31:24
私房小站（福田分店）	20160802574	曾慧	深圳	546	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-02 19:02:24
私房小站（番禺分店）	20160803649	王瑾轩	广州	350	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-03 21:27:55
私房小站（天河分店）	20160804673	张光熙	广州	690	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-04 20:45:33
私房小站（禅城分店）	20160806386	刘东方	佛山	895	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 11:12:37
私房小站（盐田分店）	20160806391	沈星宇	深圳	236	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 11:59:39
私房小站（番禺分店）	20160806484	牛长熙	广州	435	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 18:05:10
私房小站（番禺分店）	20160806584	刑兴国	广州	1156	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 18:04:23
私房小站（顺德分店）	20160807394	赵英	佛山	1011	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-07 11:18:42
私房小站（罗湖分店）	20160807607	沈飞	深圳	850	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-07 19:23:14
私房小站（番禺分店）	20160808663	丰照民	广州	782	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-08 20:24:36
私房小站（罗湖分店）	20160809759	刘斌义	深圳	392	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-09 21:45:42
私房小站（天河分店）	20160810416	黄可颐	广州	418	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-10 11:12:16
私房小站（天河分店）	20160810737	胡梦桐	广州	708	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-10 19:54:38
私房小站（天河分店）	20160811298	陈慧茹	广州	341	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-11 13:11:41
私房小站（番禺分店）	20160811587	李靖	广州	438	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-11 18:19:53
私房小站（盐田分店）	20160812405	习一冰	深圳	802	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-12 12:56:38
私房小站（福田分店）	20160814802	夏浩芝	深圳	604	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-14 12:15:42
私房小站（天河分店）	20160814701	王芊茹	广州	431	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-14 21:40:31
私房小站（福田分店）	20160817482	朱倩雪	深圳	861	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-17 18:59:10
私房小站（罗湖分店）	20160818426	方皓文	深圳	1053	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-18 13:02:54
私房小站（天河分店）	20160819624	陈慧茹	广州	648	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-19 18:50:38
私房小站（福田分店）	20160820895	张建涛	深圳	585	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-20 12:19:25
私房小站（天河分店）	20160820287	徐若晴	广州	261	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-20 13:43:13
私房小站（珠海分店）	20160821908	郑景明	珠海	655	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-21 20:49:24
私房小站（越秀分店）	20160821471	许高阳	广州	608	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-21 20:49:22
私房小站（天河分店）	20160821608	律剑波	广州	809	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-21 21:35:27
私房小站（罗湖分店）	20160822691	王静	深圳	363	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-22 17:11:47
私房小站（罗湖分店）	20160823318	杨依萱	深圳	958	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-23 12:25:07
私房小站（番禺分店）	20160824167	郭仁泽	广州	369	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-24 13:45:59
私房小站（天河分店）	20160824527	黄碧萍	广州	306	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-24 19:50:30
私房小站（珠海分店）	20160826205	卢俊恒	珠海	321	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-26 12:40:12
私房小站（禅城分店）	20160827816	刘东方	佛山	419	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-27 11:35:50
私房小站（福田分店）	20160827465	卢锦曦	深圳	1010	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-27 17:21:04
私房小站（福田分店）	20160827761	黄曼玉	深圳	745	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-27 19:00:56
私房小站（番禺分店）	20160827910	冷志冬	广州	511	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-27 20:51:26
私房小站（番禺分店）	20160828889	赵倩	广州	800	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-28 12:07:10
私房小站（福田分店）	20160828902	张记宝	深圳	947	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-28 18:36:38
私房小站（天河分店）	20160828638	叶涛诚	广州	610	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-28 20:38:18
私房小站（福田分店）	20160829576	关庭	深圳	1162	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-29 18:46:10
私房小站（罗湖分店）	20160829740	屈贤	深圳	909	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-29 20:55:37
私房小站（天河分店）	20160831551	张小雨	广州	1101	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-31 19:18:44
私房小站（番禺分店）	20160831692	习一冰	广州	735	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-31 21:33:23
私房小站（罗湖分店）	20160801301	李靖	深圳	321	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-01 11:19:12
私房小站（珠海分店）	20160802193	吴秋雨	珠海	238	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-02 11:30:04
私房小站（天河分店）	20160802491	孙铎洫	广州	134	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-02 21:38:54
私房小站（天河分店）	20160803776	胡誉文	广州	760	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-03 17:34:54
私房小站（盐田分店）	20160803619	周钰彤	深圳	720	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-03 21:02:42
私房小站（天河分店）	20160804443	柴启泽	广州	837	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-04 21:45:34
私房小站（天河分店）	20160805779	木欣桐	广州	735	香烤牛排	55	6	30.0	牛肉类	香辣	2016-08-05 19:05:29
私房小站（盐田分店）	20160805578	章欣怡	深圳	601	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-05 21:37:10
私房小站（天河分店）	20160806750	牛炎春	广州	237	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-06 17:27:38
私房小站（罗湖分店）	20160807840	俞亚萍	深圳	624	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-07 11:35:43
私房小站（珠海分店）	20160807836	苗成林	珠海	720	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-07 12:02:37
私房小站（番禺分店）	20160807474	徐欣予	广州	698	香烤牛排	55	2	30.0	牛肉类	香辣	2016-08-07 19:07:03
私房小站（福田分店）	20160807711	陶成芳	深圳	503	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-07 20:42:03
私房小站（禅城分店）	20160809635	赵烜熙	佛山	255	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-09 18:00:03
私房小站（天河分店）	20160810314	于靖	广州	694	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-10 12:00:47
私房小站（天河分店）	20160810555	苗远清	广州	912	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-10 17:58:21
私房小站（天河分店）	20160810662	丰佳彤	广州	560	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-10 18:05:20
私房小站（福田分店）	20160810716	唐轩	深圳	824	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-10 20:52:09
私房小站（天河分店）	20160811366	刘斌义	广州	317	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-11 11:52:48
私房小站（罗湖分店）	20160811346	薛菲菲	深圳	401	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-11 12:17:09
私房小站（番禺分店）	20160811587	李靖	广州	438	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-11 18:17:03
私房小站（盐田分店）	20160814808	陆丽达	深圳	262	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-14 12:15:56
私房小站（罗湖分店）	20160814839	冯晓婷	深圳	383	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-14 12:20:24
私房小站（盐田分店）	20160814787	卓天荫	深圳	157	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-14 13:49:44
私房小站（番禺分店）	20160815272	曾念夕	广州	469	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-15 13:02:35
私房小站（禅城分店）	20160816172	高梓稳	佛山	242	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-16 13:59:57
私房小站（福田分店）	20160817196	莫欢	深圳	420	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-17 11:37:03
私房小站（盐田分店）	20160817195	孙清泉	深圳	652	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-17 11:52:24
私房小站（盐田分店）	20160817707	黄曼玉	深圳	1060	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-17 18:14:20
私房小站（番禺分店）	20160818685	黄可颐	广州	617	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-18 17:27:28
私房小站（越秀分店）	20160818640	蒲兮	广州	409	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-18 20:20:49
私房小站（越秀分店）	20160818445	关凯月	广州	735	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-18 20:55:31
私房小站（越秀分店）	20160819583	蒲荷	广州	744	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-19 18:12:24
私房小站（盐田分店）	20160819769	关凯月	深圳	810	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-19 19:52:15
私房小站（禅城分店）	20160819746	王芊茹	佛山	843	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-19 21:42:06
私房小站（番禺分店）	20160819714	冷奉啸	广州	452	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-19 21:54:33
私房小站（罗湖分店）	20160820811	王雨婷	深圳	227	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-20 12:35:11
私房小站（福田分店）	20160820436	唐莉	深圳	403	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-20 19:09:31
私房小站（天河分店）	20160821784	辛妍阳	广州	706	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-21 11:58:59
私房小站（福田分店）	20160821877	高炳德	深圳	186	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-21 12:10:43
私房小站（福田分店）	20160822187	林子菡	深圳	762	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-22 11:39:25
私房小站（越秀分店）	20160822493	高慧	广州	153	香烤牛排	55	2	30.0	牛肉类	香辣	2016-08-22 20:12:25
私房小站（番禺分店）	20160822717	高霖	广州	712	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-22 20:20:43
私房小站（越秀分店）	20160823279	陶琦琴	广州	267	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-23 12:19:41
私房小站（番禺分店）	20160823666	赵倩	广州	210	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-23 17:54:08
私房小站（罗湖分店）	20160823675	张小雨	深圳	612	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-23 20:48:27
私房小站（禅城分店）	20160824343	杨依萱	佛山	202	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-24 11:50:44
私房小站（越秀分店）	20160826257	卢子翰	广州	599	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-26 13:21:07
私房小站（天河分店）	20160826206	李孟夏	广州	447	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-26 13:19:06
私房小站（天河分店）	20160826639	赵玉倩	广州	650	香烤牛排	55	2	30.0	牛肉类	香辣	2016-08-26 17:50:26
私房小站（福田分店）	20160827465	卢锦曦	深圳	1010	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-27 17:20:37
私房小站（番禺分店）	20160827455	卢子翰	广州	317	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-27 18:15:13
私房小站（福田分店）	20160827761	黄曼玉	深圳	745	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-27 19:03:41
私房小站（越秀分店）	20160828867	许高阳	广州	172	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-28 11:21:06
私房小站（天河分店）	20160828822	黄可颐	广州	1023	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-28 11:23:26
私房小站（天河分店）	20160828801	荆雨	广州	425	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-28 12:31:34
私房小站（福田分店）	20160828902	张记宝	深圳	947	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-28 18:35:38
私房小站（福田分店）	20160829657	黄曼玉	深圳	718	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-29 19:19:08
私房小站（罗湖分店）	20160829740	屈贤	深圳	909	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-29 20:43:49
私房小站（番禺分店）	20160830735	陆涛	广州	270	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-30 18:14:35
私房小站（福田分店）	20160831419	姜妮妮	深圳	264	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-31 12:22:55
私房小站（天河分店）	20160831395	叶潇逸	广州	617	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-31 13:01:30
私房小站（越秀分店）	20160831695	陈宇	广州	810	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-31 20:32:58
私房小站（番禺分店）	20160831692	习一冰	广州	735	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-31 21:33:46
私房小站（罗湖分店）	20160801301	李靖	深圳	321	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-01 11:22:21
私房小站（盐田分店）	20160801413	卓永梅	深圳	854	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-01 12:44:12
私房小站（番禺分店）	20160801458	牛长金	广州	700	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-01 19:30:06
私房小站（福田分店）	20160802260	张馥雨	深圳	302	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-02 12:41:57
私房小站（越秀分店）	20160802548	关庭	广州	850	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-02 19:04:29
私房小站（盐田分店）	20160803432	李归呈	深圳	269	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-03 13:00:29
私房小站（盐田分店）	20160803317	屈慧芳	深圳	523	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-03 13:11:52
私房小站（福田分店）	20160804742	柴瑜哲	深圳	648	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-04 18:24:55
私房小站（罗湖分店）	20160805575	李围围	深圳	908	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-05 18:51:39
私房小站（珠海分店）	20160807836	苗成林	珠海	720	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-07 12:01:39
私房小站（福田分店）	20160807797	张小雨	深圳	732	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-07 12:53:08
私房小站（盐田分店）	20160809165	陈力	深圳	1147	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-09 12:50:24
